,GLD,GDX,positions,num_shares_GLD,num_shares_GDX,cash,holdings,total_asset,transaction_costs,pnl,cumulative_pnl,returns
2024-09-04 12:25:00,230.72,37.16,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-04 12:26:00,230.69,37.16,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-04 12:27:00,230.72,37.15,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-04 12:28:00,230.68,37.13,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-04 12:29:00,230.69,37.13,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-04 12:30:00,230.64,37.13,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-04 12:31:00,230.65,37.13,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-04 12:32:00,230.66,37.15,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-04 12:33:00,230.7,37.14,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-04 12:34:00,230.71,37.14,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-04 12:35:00,230.69,37.13,-1,-216.74108110451255,474.4501847723372,132383.6646394031,-32383.66463940312,100000.0,0.0,0.0,0.0,0.0
2024-09-04 12:36:00,230.68,37.12,-1,-216.74108110451255,474.4501847723372,132383.6646394031,-32386.2417304398,99997.42290896332,0.0,-2.5770910366845783,-2.5770910366845783,-2.5770910366818e-05
2024-09-04 12:37:00,230.71,37.11,-1,-216.74108110451255,474.4501847723372,132383.6646394031,-32397.488464720656,99986.17617468245,0.0,-11.246734280866804,-13.823825317551382,-0.00011247024126914695
2024-09-04 12:38:00,230.72,37.13,0,0.0,0.0,99993.49776756685,0.0,99993.49776756685,0.0,7.321592884400161,-6.502232433151221,7.322605148551986e-05
2024-09-04 12:39:00,230.83,37.16,-1,-216.59554167042162,474.0363268440671,132375.05674582475,-32381.558978257894,99993.49776756686,0.0,1.4551915228366852e-11,-6.502232433136669,2.220446049250313e-16
2024-09-04 12:40:00,230.83,37.14,-1,-216.59554167042162,474.0363268440671,132375.05674582475,-32391.039704794774,99984.01704102998,0.0,-9.480726536887232,-15.982958970023901,-9.481343035844247e-05
2024-09-04 12:41:00,230.79,37.12,-1,-216.59554167042162,474.0363268440671,132375.05674582475,-32391.856609664832,99983.20013615993,0.0,-0.8169048700510757,-16.799863840074977,-8.170354564907001e-06
2024-09-04 12:42:00,230.78,37.11,-1,-216.59554167042162,474.0363268440671,132375.05674582475,-32394.431017516574,99980.62572830818,0.0,-2.574407851745491,-19.374271691820468,-2.5748404214320786e-05
2024-09-04 12:43:00,230.76,37.09,-1,-216.59554167042162,474.0363268440671,132375.05674582475,-32399.579833220043,99975.4769126047,0.0,-5.14881570347643,-24.523087395296898,-5.149813442328899e-05
2024-09-04 12:44:00,230.73,37.07,-1,-216.59554167042162,474.0363268440671,132375.05674582475,-32402.56269350681,99972.49405231794,0.0,-2.982860286763753,-27.50594768206065,-2.9835919556298052e-05
2024-09-04 12:45:00,230.74,37.05,-1,-216.59554167042162,474.0363268440671,132375.05674582475,-32414.209375460407,99960.84737036435,0.0,-11.646681953585357,-39.15262963564601,-0.00011649886365239226
2024-09-04 12:46:00,230.66,37.03,-1,-216.59554167042162,474.0363268440671,132375.05674582475,-32406.36245866365,99968.69428716111,0.0,7.846916796755977,-31.30571283889003,7.849990274366725e-05
2024-09-04 12:47:00,230.66,37.06,0,0.0,0.0,99982.91537696643,0.0,99982.91537696643,0.0,14.221089805316296,-17.084623033573735,0.00014225543213020053
2024-09-04 12:48:00,230.63,37.06,0,0.0,0.0,99982.91537696643,0.0,99982.91537696643,0.0,0.0,-17.084623033573735,0.0
2024-09-04 12:49:00,230.63,37.07,1,216.76042877545513,-475.1369213948797,67604.7833645914,32378.132012375023,99982.91537696643,0.0,0.0,-17.084623033573735,0.0
2024-09-04 12:50:00,230.66,37.05,0,0.0,0.0,99998.92092825759,0.0,99998.92092825759,0.0,16.00555129116401,-1.0790717424097238,0.0001600828624652717
2024-09-04 12:51:00,230.69,37.07,0,0.0,0.0,99998.92092825759,0.0,99998.92092825759,0.0,0.0,-1.0790717424097238,0.0
2024-09-04 12:52:00,230.64,37.07,1,216.7857286859556,-475.2129826733196,67615.60573182875,32383.315196428837,99998.92092825759,0.0,0.0,-1.0790717424097238,0.0
2024-09-04 12:53:00,230.67,37.1,1,216.7857286859556,-475.2129826733196,67615.60573182875,32375.562378809216,99991.16811063797,0.0,-7.752817619621055,-8.831889362030779,-7.752901278990088e-05
2024-09-04 12:54:00,230.68,37.1,1,216.7857286859556,-475.2129826733196,67615.60573182875,32377.73023609608,99993.33596792482,0.0,2.1678572868549963,-6.664032075175783,2.1680487665154402e-05
2024-09-04 12:55:00,230.67,37.09,0,0.0,0.0,99995.92024046471,0.0,99995.92024046471,0.0,2.5842725398833863,-4.079759535292396,2.5844447681055982e-05
2024-09-04 12:56:00,230.7,37.09,0,0.0,0.0,99995.92024046471,0.0,99995.92024046471,0.0,0.0,-4.079759535292396,0.0
2024-09-04 12:57:00,230.73,37.1,0,0.0,0.0,99995.92024046471,0.0,99995.92024046471,0.0,0.0,-4.079759535292396,0.0
2024-09-04 12:58:00,230.71,37.1,0,0.0,0.0,99995.92024046471,0.0,99995.92024046471,0.0,0.0,-4.079759535292396,0.0
2024-09-04 12:59:00,230.75,37.12,0,0.0,0.0,99995.92024046471,0.0,99995.92024046471,0.0,0.0,-4.079759535292396,0.0
2024-09-04 13:00:00,230.75,37.11,0,0.0,0.0,99995.92024046471,0.0,99995.92024046471,0.0,0.0,-4.079759535292396,0.0
2024-09-04 13:01:00,230.7,37.09,0,0.0,0.0,99995.92024046471,0.0,99995.92024046471,0.0,0.0,-4.079759535292396,0.0
2024-09-04 13:02:00,230.75,37.09,-1,-216.67588351129947,474.9424819756062,132378.2637042218,-32382.34346375712,99995.9202404647,0.0,-1.4551915228366852e-11,-4.079759535306948,-1.1102230246251565e-16
2024-09-04 13:03:00,230.74,37.09,-1,-216.67588351129947,474.9424819756062,132378.2637042218,-32380.176704922007,99998.0869992998,0.0,2.1667588351119775,-1.9130007001949707,2.166847237261571e-05
2024-09-04 13:04:00,230.73,37.08,-1,-216.67588351129947,474.9424819756062,132378.2637042218,-32382.759370906646,99995.50433331517,0.0,-2.5826659846352413,-4.495666684830212,-2.582715391996615e-05
2024-09-04 13:05:00,230.73,37.08,-1,-216.67588351129947,474.9424819756062,132378.2637042218,-32382.759370906646,99995.50433331517,0.0,0.0,-4.495666684830212,0.0
2024-09-04 13:06:00,230.77,37.1,0,0.0,0.0,99996.33614761422,0.0,99996.33614761422,0.0,0.8318142990465276,-3.6638523857836844,8.318516963257139e-06
2024-09-04 13:07:00,230.73,37.08,0,0.0,0.0,99996.33614761422,0.0,99996.33614761422,0.0,0.0,-3.6638523857836844,0.0
2024-09-04 13:08:00,230.76,37.11,0,0.0,0.0,99996.33614761422,0.0,99996.33614761422,0.0,0.0,-3.6638523857836844,0.0
2024-09-04 13:09:00,230.76,37.11,1,216.66739501563143,-474.68849162148973,67613.8579978806,32382.478149733626,99996.33614761422,0.0,0.0,-3.6638523857836844,0.0
2024-09-04 13:10:00,230.78,37.11,0,0.0,0.0,100000.66949551454,0.0,100000.66949551454,0.0,4.333347900319495,0.6694955145358108,4.333506673614984e-05
2024-09-04 13:11:00,230.78,37.11,0,0.0,0.0,100000.66949551454,0.0,100000.66949551454,0.0,0.0,0.6694955145358108,0.0
2024-09-04 13:12:00,230.74,37.08,-1,-216.69556534522522,475.093131099567,132384.55094209986,-32383.881446585325,100000.66949551454,0.0,0.0,0.6694955145358108,0.0
2024-09-04 13:13:00,230.74,37.07,-1,-216.69556534522522,475.093131099567,132384.55094209986,-32388.63237789632,99995.91856420354,0.0,-4.750931310991291,-4.08143579645548,-4.7508995039358126e-05
2024-09-04 13:14:00,230.73,37.07,-1,-216.69556534522522,475.093131099567,132384.55094209986,-32386.465422242865,99998.08551985699,0.0,2.1669556534470757,-1.9144801430084044,2.1670440999654872e-05
2024-09-04 13:15:00,230.7,37.08,0,0.0,0.0,100009.33731812834,0.0,100009.33731812834,0.0,11.25179827134707,9.337318128338666,0.00011252013688922702
2024-09-04 13:16:00,230.69,37.1,1,216.76131890877008,-474.8781739588154,67622.64891293622,32386.688405192115,100009.33731812832,0.0,-1.4551915228366852e-11,9.337318128324114,-1.1102230246251565e-16
2024-09-04 13:17:00,230.69,37.09,0,0.0,0.0,100014.08609986791,0.0,100014.08609986791,0.0,4.748781739588594,14.086099867912708,4.748338372118077e-05
2024-09-04 13:18:00,230.72,37.08,0,0.0,0.0,100014.08609986791,0.0,100014.08609986791,0.0,0.0,14.086099867912708,0.0
2024-09-04 13:19:00,230.71,37.09,0,0.0,0.0,100014.08609986791,0.0,100014.08609986791,0.0,0.0,14.086099867912708,0.0
2024-09-04 13:20:00,230.72,37.1,0,0.0,0.0,100014.08609986791,0.0,100014.08609986791,0.0,0.0,14.086099867912708,0.0
2024-09-04 13:21:00,230.7,37.08,0,0.0,0.0,100014.08609986791,0.0,100014.08609986791,0.0,0.0,14.086099867912708,0.0
2024-09-04 13:22:00,230.62,37.08,1,216.8374080736014,-475.156872038534,67625.8598651228,32388.226234745118,100014.08609986791,0.0,0.0,14.086099867912708,0.0
2024-09-04 13:23:00,230.66,37.07,0,0.0,0.0,100027.51116491124,0.0,100027.51116491124,0.0,13.425065043324139,27.511164911236847,0.00013423174241600222
2024-09-04 13:24:00,230.59,37.05,0,0.0,0.0,100027.51116491124,0.0,100027.51116491124,0.0,0.0,27.511164911236847,0.0
2024-09-04 13:25:00,230.6,37.05,0,0.0,0.0,100027.51116491124,0.0,100027.51116491124,0.0,0.0,27.511164911236847,0.0
2024-09-04 13:26:00,230.58,37.05,0,0.0,0.0,100027.51116491124,0.0,100027.51116491124,0.0,0.0,27.511164911236847,0.0
2024-09-04 13:27:00,230.55,37.05,1,216.93235993257696,-475.60544722454125,67634.93740212487,32392.573762786367,100027.51116491124,0.0,0.0,27.511164911236847,0.0
2024-09-04 13:28:00,230.53,37.04,0,0.0,0.0,100027.92857218483,0.0,100027.92857218483,0.0,0.41740727359137964,27.928572184828226,4.172924715772908e-06
2024-09-04 13:29:00,230.58,37.04,0,0.0,0.0,100027.92857218483,0.0,100027.92857218483,0.0,0.0,27.928572184828226,0.0
2024-09-04 13:30:00,230.51,37.03,0,0.0,0.0,100027.92857218483,0.0,100027.92857218483,0.0,0.0,27.928572184828226,0.0
2024-09-04 13:31:00,230.53,37.02,-1,-216.95208556843974,475.99285120298174,132420.63750674285,-32392.708934558028,100027.92857218481,0.0,-1.4551915228366852e-11,27.928572184813675,-1.1102230246251565e-16
2024-09-04 13:32:00,230.56,37.02,-1,-216.95208556843974,475.99285120298174,132420.63750674285,-32399.217497125082,100021.42000961777,0.0,-6.508562567047193,21.420009617766482,-6.506745325984831e-05
2024-09-04 13:33:00,230.53,37.01,-1,-216.95208556843974,475.99285120298174,132420.63750674285,-32397.468863070062,100023.16864367278,0.0,1.748634055009461,23.168643672775943,1.748259577638578e-05
2024-09-04 13:34:00,230.54,37.02,0,0.0,0.0,100025.75905132914,0.0,100025.75905132914,0.0,2.5904076563601848,25.759051329136128,2.589807633057717e-05
